game_id,contestant_id,contestant_position,is_winner,avg_similarity,max_similarity,category_similarity,high_value_similarity,high_value_similarity_available,avg_similarity_advantage,max_similarity_advantage,category_similarity_advantage,high_value_similarity_advantage
6313,11997,1,0,-0.021815801039338112,0.1706411987543106,0.051747944205999374,-0.013679747469723225,1,-0.038588836090639234,-0.09728331863880157,-0.03180696815252304,-0.03143227566033602
6313,11999,2,0,0.030524812638759613,0.2810978889465332,0.08935408294200897,0.029927412047982216,1,0.039922084426507354,0.06840171664953232,0.024602239951491356,0.03397846361622214
6313,12000,3,1,0.0030212574638426304,0.25475114583969116,0.07775574177503586,0.00557764433324337,1,-0.0013332483358681202,0.028881601989269257,0.007204728201031685,-0.0025461879558861256
6310,10746,1,0,-0.0007169935270212591,0.14533519744873047,0.029157664626836777,0.006339863874018192,1,-0.040135963761713356,-0.04556426405906677,-0.08765013888478279,-0.0348068056628108
6310,11993,2,1,0.05850202962756157,0.24520355463027954,0.09781743586063385,0.06483041495084763,1,0.04869257097016089,0.10423827171325684,0.015339517965912819,0.05292902095243335
6310,11994,3,0,0.020335910841822624,0.13659536838531494,0.13579817116260529,0.017462924122810364,1,-0.00855660720844753,-0.058674007654190063,0.07231062091886997,-0.018122215289622545
6306,11976,1,0,0.013826150447130203,0.25883156061172485,0.09656630456447601,0.011750014498829842,1,0.010569146019406617,0.03482715040445328,0.03290930762887001,0.007561810780316591
6306,11984,2,1,0.005628439597785473,0.24154430627822876,0.09500794112682343,-0.008378195576369762,1,-0.0017274202546104789,0.008896268904209137,0.03057176247239113,-0.022630504332482815
6306,11985,3,0,0.0008855692576617002,0.2064645141363144,0.03230605274438858,0.016754603013396263,1,-0.008841725764796138,-0.043723419308662415,-0.06348107010126114,0.015068693552166224
6305,11976,1,1,-0.008962085470557213,0.18213394284248352,0.10036429017782211,-0.026188410818576813,1,-0.018157483427785337,0.04124889522790909,-0.004342213273048401,-0.017600973544176668
6305,1663,2,0,0.0025642781984061003,0.12101753056049347,0.12425718456506729,-0.016426606103777885,1,-0.0008679379243403673,-0.05042572319507599,0.031497128307819366,-0.002958266471978277
6305,11979,3,0,0.015826517716050148,0.1607525646686554,0.08515582233667374,-0.0007482684450224042,1,0.019025421352125704,0.0091768279671669,-0.027154915034770966,0.020559240016154945
6304,11979,1,0,-0.006780638359487057,0.12613120675086975,0.044869620352983475,-0.00922347605228424,1,-0.019908799789845943,-0.1571197509765625,-0.02489459328353405,-0.03066652757115662
6304,11982,2,1,-0.010077498853206635,0.18447554111480713,0.043256912380456924,-0.0023874579928815365,1,-0.02485409053042531,-0.06960324943065643,-0.027313655242323875,-0.020412500482052565
6304,11983,3,0,0.03633382171392441,0.3820263743400574,0.09627151489257812,0.0452735610306263,1,0.044762890320271254,0.22672300040721893,0.052208248525857925,0.051079028053209186
6302,11977,1,1,-0.014870553277432919,0.11799810081720352,0.058454472571611404,-0.02257252112030983,1,-0.00842452491633594,-0.03338530659675598,-0.02691984549164772,-0.015079303411766887
6302,11973,2,0,-0.01441910956054926,0.13515213131904602,0.04038280248641968,-0.018374010920524597,1,-0.007747359341010451,-0.007654260843992233,-0.05402735061943531,-0.008781538112089038
6302,11978,3,0,0.0015270528383553028,0.16761468350887299,0.13036583364009857,0.003387575503438711,1,0.01617188425734639,0.041039567440748215,0.08094719611108303,0.023860841523855925
6295,11906,1,0,0.015367267653346062,0.26714828610420227,0.0660964772105217,0.016135215759277344,1,0.025698222569189966,0.12679347395896912,0.010436131618916988,0.01567537011578679
6295,11963,2,0,0.001206935616210103,0.14387091994285583,0.08628979325294495,0.014616090804338455,1,0.004457724513486028,-0.05812257528305054,0.04072610568255186,0.013396682683378458
6295,11964,3,1,-0.02186884544789791,0.13683870434761047,0.025030897930264473,-0.01369639951735735,1,-0.030155947082675993,-0.06867089867591858,-0.05116223730146885,-0.02907205279916525
6294,11960,1,0,-0.014585033990442753,0.1369873285293579,0.017987940460443497,-0.0060065388679504395,1,-0.018351710867136717,-0.14196665585041046,-0.06553718447685242,-0.021526378579437733
6294,11961,2,1,-0.0032091373577713966,0.34400326013565063,0.056769959628582,0.013918781653046608,1,-0.0012878659181296825,0.16855724155902863,-0.007364155724644661,0.008361602202057838
6294,11962,3,0,0.010742491111159325,0.2139047086238861,0.11028029024600983,0.01712089776992798,1,0.0196395767852664,-0.026590585708618164,0.07290134020149708,0.013164776377379894
6292,11903,1,0,0.007004763465374708,0.21100148558616638,0.08448962867259979,0.015600052662193775,1,-0.044223487842828035,-0.16176173090934753,-0.012614108622074127,-0.04540772270411253
6292,11957,2,0,0.04135924205183983,0.46597567200660706,0.0716603547334671,0.043120428919792175,1,0.007308230036869645,0.22069954872131348,-0.03185801953077316,-0.00412715831771493
6292,11958,3,1,0.06109726056456566,0.2795507609844208,0.12254711985588074,0.07889512181282043,1,0.03691525780595839,-0.05893781781196594,0.04447212815284729,0.04953488102182746
6291,11955,1,0,-0.007978305220603943,0.13832347095012665,0.054828908294439316,-0.02892559953033924,1,3.989413380622864e-05,-0.06245005130767822,0.006291508674621582,-0.009267066139727831
6291,10742,2,0,-0.0022091083228588104,0.20405901968479156,0.05229928717017174,-0.006722535006701946,1,0.008693689480423927,0.03615327179431915,0.002497076988220215,0.02403753064572811
6291,11956,3,1,-0.013827290385961533,0.19748802483081818,0.04477551206946373,-0.032594531774520874,1,-0.008733583614230156,0.02629677951335907,-0.008788585662841797,-0.01477046450600028
6289,11950,1,0,-0.003708195872604847,0.13267043232917786,0.07111061364412308,-0.01296671200543642,1,-0.01410148711875081,-0.08404470235109329,-0.034098245203495026,-0.023623154032975435
6289,11951,2,0,0.011561363935470581,0.21013998985290527,0.10423779487609863,0.009634827263653278,1,0.008802852593362331,0.03215963393449783,0.015592526644468307,0.010279154870659113
6289,11952,3,1,0.009225218556821346,0.22329027950763702,0.10617992281913757,0.011678056791424751,1,0.005298634525388479,0.05188506841659546,0.018505718559026718,0.013343999162316322
6288,10733,1,0,0.008956358768045902,0.11845248937606812,0.09778988361358643,0.004909349139779806,1,0.028328641317784786,-0.026799794286489487,0.043103696778416634,0.024518420221284032
6288,11948,2,1,-0.01998888887465,0.16625452041625977,0.061731621623039246,-0.03194919601082802,1,-0.01508923014625907,0.04490325227379799,-0.010983696207404137,-0.030769397504627705
6288,11949,3,0,-0.018755676224827766,0.12425004690885544,0.04764075204730034,-0.007268946152180433,1,-0.013239411171525717,-0.018103457987308502,-0.0321200005710125,0.006250977283343673
6285,11941,1,0,0.0029762834310531616,0.20631858706474304,0.0650104358792305,0.02279696986079216,1,-0.01146349566988647,0.011441439390182495,-0.03494523838162422,0.0068147454876452684
6285,11942,2,1,0.03348032012581825,0.2693573832511902,0.1382543444633484,0.03475794941186905,1,0.03429255937226117,0.10599963366985321,0.07492062449455261,0.024756214814260602
6285,11943,3,0,-0.00460076192393899,0.12039691209793091,0.06165700405836105,-0.002793500665575266,1,-0.022829063702374697,-0.1174410730600357,-0.03997538611292839,-0.03157096030190587
6284,11938,1,0,-0.021986983716487885,0.09623008966445923,0.02313230186700821,-0.038074836134910583,1,-0.022959927562624216,-0.07941774278879166,-0.04159075394272804,-0.06330541975330561
6284,11939,2,0,0.008873735554516315,0.2542470097541809,0.08509473502635956,0.04741193354129791,1,0.023331151343882084,0.15760763734579086,0.05135289579629898,0.06492473476100713
6284,11940,3,1,-0.006927847862243652,0.09704865515232086,0.044351376593112946,0.0030492336954921484,1,-0.0003712237812578678,-0.0781898945569992,-0.009762141853570938,-0.0016193150077015162
6282,11932,1,1,-0.007491414900869131,0.13545982539653778,0.11247500032186508,-0.005328054074198008,1,-0.010456553602125496,-0.08035846054553986,0.038007451221346855,-0.01385269162710756
6282,11933,2,0,0.005558141972869635,0.1901986002922058,0.051509130746126175,0.0021236620377749205,1,0.009117781708482653,0.0017497017979621887,-0.053441353142261505,-0.0026751174591481686
6282,11934,3,0,0.00037213542964309454,0.24143797159194946,0.09742596745491028,0.014925613068044186,1,0.0013387718936428428,0.07860875874757767,0.01543390192091465,0.01652780908625573
6272,11781,1,0,-0.01835726760327816,0.12397110462188721,0.05162028595805168,-0.017082322388887405,1,-0.019705149810761213,-0.11375626921653748,-0.03368782997131348,-0.017303715460002422
